,True_index,Store_ID,Day_of_week,Date,Nb_customers_on_day,Open,Promotion,State_holiday,School_holiday
67778,676685,962,1,2014-07-07,860,1,0,0,1
67779,676686,614,2,2013-07-02,1142,1,1,0,0
67780,676693,337,2,2014-08-12,298,1,0,0,1
67781,676694,1059,2,2014-05-27,1014,1,0,0,0
67782,676695,426,1,2014-12-22,899,1,0,0,1
67783,676704,433,5,2014-09-12,627,1,0,0,0
67784,676714,439,7,2013-02-24,0,0,0,0,0
67785,676716,107,1,2013-05-13,1069,1,1,0,0
67786,676718,1084,4,2014-05-15,770,1,0,0,0
67787,676735,797,7,2015-05-31,0,0,0,0,0
67788,676747,606,7,2015-06-28,0,0,0,0,0
67789,676749,975,6,2015-06-20,543,1,0,0,0
67790,676762,271,3,2013-08-07,689,1,0,0,1
67791,676780,600,3,2014-12-10,553,1,0,0,0
67792,676782,682,3,2013-11-27,1899,1,0,0,0
67793,676786,734,4,2014-01-23,586,1,1,0,0
67794,676790,731,2,2015-01-13,926,1,1,0,0
67795,676807,278,3,2013-12-25,0,0,0,c,1
67796,676816,1104,1,2014-03-31,600,1,1,0,0
67797,676823,1060,7,2013-02-03,0,0,0,0,0
67798,676824,653,5,2013-09-13,594,1,1,0,0
67799,676827,286,4,2015-07-30,380,1,1,0,1
67800,676830,225,2,2015-03-24,419,1,0,0,0
67801,676833,786,2,2014-11-04,735,1,1,0,0
67802,676846,255,5,2014-12-05,828,1,1,0,0
67803,676863,56,7,2014-05-18,0,0,0,0,0
67804,676864,538,5,2014-10-03,0,0,1,a,0
67805,676878,229,4,2014-03-13,613,1,0,0,0
67806,676879,666,3,2013-01-09,609,1,1,0,0
67807,676886,129,4,2014-01-30,938,1,0,0,0
67808,676887,552,1,2014-12-15,1194,1,1,0,0
67809,676892,583,1,2014-11-03,676,1,1,0,0
67810,676895,485,7,2013-06-23,0,0,0,0,0
67811,676904,989,5,2014-03-07,651,1,1,0,1
67812,676905,745,4,2014-07-17,743,1,1,0,0
67813,676921,604,2,2013-02-05,716,1,1,0,0
67814,676950,894,2,2015-06-09,912,1,0,0,0
67815,676954,1069,6,2013-01-05,375,1,0,0,0
67816,676971,442,3,2014-06-04,450,1,1,0,0
67817,677012,7,7,2015-03-15,0,0,0,0,0
67818,677022,977,7,2013-03-03,0,0,0,0,0
67819,677048,232,7,2014-04-13,0,0,0,0,0
67820,677069,400,4,2015-07-16,1257,1,1,0,1
67821,677074,383,5,2015-05-15,2363,1,0,0,0
67822,677092,980,3,2015-04-01,738,1,1,0,1
67823,677097,262,7,2015-06-21,4335,1,0,0,0
67824,677111,1075,5,2013-10-18,935,1,0,0,0
67825,677115,587,4,2013-09-26,717,1,1,0,0
67826,677119,11,2,2013-08-20,1098,1,0,0,0
67827,677142,595,6,2013-11-30,2511,1,0,0,0
67828,677146,474,7,2014-10-26,0,0,0,0,0
67829,677148,661,2,2013-08-06,453,1,0,0,1
67830,677151,1066,4,2013-05-16,1061,1,1,0,0
67831,677153,1046,7,2014-07-06,0,0,0,0,0
67832,677164,16,7,2014-02-23,0,0,0,0,0
67833,677167,223,6,2014-12-06,655,1,0,0,0
67834,677181,331,5,2013-04-12,910,1,1,0,0
67835,677184,968,2,2014-12-16,1113,1,1,0,0
67836,677191,20,4,2015-01-08,1017,1,1,0,0
67837,677196,25,7,2014-12-14,0,0,0,0,0
67838,677212,546,3,2013-08-07,1519,1,0,0,0
67839,677218,898,3,2014-03-12,654,1,0,0,0
67840,677238,991,3,2013-04-10,458,1,1,0,0
67841,677259,569,3,2014-08-27,650,1,0,0,0
67842,677276,545,1,2014-10-06,1289,1,1,0,1
67843,677277,603,3,2013-12-04,1129,1,1,0,0
67844,677320,241,2,2013-10-29,545,1,0,0,1
67845,677339,370,4,2014-03-27,592,1,0,0,0
67846,677341,431,3,2014-08-20,1181,1,1,0,0
67847,677363,316,6,2013-08-24,722,1,0,0,0
67848,677364,928,6,2013-01-19,718,1,0,0,0
67849,677368,723,3,2015-04-15,586,1,1,0,0
67850,677371,95,5,2013-01-25,909,1,1,0,0
67851,677402,166,3,2015-03-04,704,1,1,0,0
67852,677417,531,4,2013-02-21,635,1,1,0,0
67853,677418,471,6,2014-03-08,589,1,0,0,0
67854,677428,635,5,2014-08-08,673,1,1,0,1
67855,677429,399,4,2015-02-26,560,1,0,0,0
67856,677453,755,7,2013-04-21,0,0,0,0,0
67857,677469,235,2,2013-04-02,556,1,0,0,1
67858,677481,123,3,2015-05-06,1181,1,1,0,0
67859,677489,944,5,2014-09-05,1135,1,1,0,1
67860,677515,475,7,2013-04-28,0,0,0,0,0
67861,677523,927,3,2014-06-18,993,1,1,0,0
67862,677528,200,7,2013-04-28,0,0,0,0,0
67863,677533,461,7,2013-11-17,0,0,0,0,0
67864,677545,424,4,2014-11-27,802,1,1,0,0
67865,677553,4,5,2014-07-18,1268,1,1,0,1
67866,677558,25,4,2014-06-12,1541,1,0,0,0
67867,677585,103,2,2014-08-26,367,1,0,0,0
67868,677591,97,1,2015-07-27,865,1,1,0,1
67869,677598,919,4,2014-01-02,633,1,0,0,1
67870,677630,841,1,2015-01-26,539,1,1,0,0
67871,677643,395,7,2014-08-24,0,0,0,0,0
67872,677655,273,3,2013-05-15,708,1,1,0,0
67873,677660,986,7,2013-12-01,0,0,0,0,0
67874,677673,214,3,2014-11-26,658,1,1,0,0
67875,677682,338,6,2014-08-02,488,1,0,0,1
67876,677683,861,5,2014-02-28,608,1,0,0,0
67877,677689,68,6,2014-10-04,1599,1,0,0,0
67878,677702,538,6,2013-05-11,353,1,0,0,0
67879,677777,1033,4,2013-04-04,1321,1,0,0,1
67880,677799,190,2,2013-04-09,676,1,1,0,0
67881,677816,84,2,2013-04-16,1250,1,0,0,0
67882,677831,458,7,2014-08-24,0,0,0,0,1
67883,677871,544,4,2014-02-27,1586,1,0,0,1
67884,677872,1001,3,2014-08-20,598,1,1,0,1
67885,677875,753,2,2013-07-30,882,1,1,0,1
67886,677878,414,1,2013-08-26,614,1,1,0,0
67887,677880,1060,2,2014-09-23,751,1,0,0,0
67888,677887,617,5,2014-08-29,673,1,0,0,1
67889,677892,325,5,2015-03-20,628,1,1,0,0
67890,677909,794,5,2013-01-11,501,1,1,0,0
67891,677928,868,3,2014-08-27,517,1,0,0,1
67892,677932,638,5,2014-05-09,638,1,1,0,0
67893,677942,607,3,2014-07-16,509,1,1,0,0
67894,677949,902,1,2015-04-06,0,0,0,b,1
67895,677952,166,1,2014-10-06,965,1,1,0,1
67896,677956,820,2,2013-12-10,1085,1,0,0,0
67897,677966,1009,6,2013-06-08,315,1,0,0,0
67898,677976,193,2,2015-03-03,914,1,1,0,0
67899,677987,395,4,2013-04-04,536,1,0,0,1
67900,677992,9,7,2014-08-24,0,0,0,0,0
67901,678008,599,3,2013-03-20,863,1,1,0,0
67902,678013,538,1,2014-08-04,684,1,1,0,1
67903,678038,556,1,2015-02-16,1001,1,1,0,0
67904,678056,472,5,2014-12-05,891,1,1,0,0
67905,678060,486,7,2015-02-08,0,0,0,0,0
67906,678062,522,2,2013-07-16,639,1,1,0,0
67907,678086,176,5,2013-09-06,595,1,0,0,0
67908,678092,737,3,2014-08-20,988,1,1,0,0
67909,678093,801,1,2014-02-24,339,1,0,0,0
67910,678101,943,7,2014-07-20,0,0,0,0,0
67911,678102,453,1,2014-11-03,1007,1,1,0,0
67912,678106,841,2,2013-01-29,323,1,0,0,0
67913,678122,936,4,2013-12-12,876,1,0,0,0
67914,678125,877,7,2014-01-05,0,0,0,0,0
67915,678128,114,2,2015-07-28,649,1,1,0,1
67916,678131,463,7,2015-05-31,0,0,0,0,0
67917,678141,950,7,2014-12-14,0,0,0,0,0
67918,678170,285,1,2013-12-09,498,1,0,0,0
67919,678177,690,6,2013-09-21,624,1,0,0,0
67920,678178,837,2,2014-05-27,441,1,0,0,0
67921,678186,642,1,2014-02-03,570,1,1,0,0
67922,678196,833,6,2014-01-11,479,1,0,0,0
67923,678201,720,2,2014-11-18,544,1,0,0,0
67924,678206,134,6,2015-01-10,297,1,0,0,0
67925,678209,68,2,2013-05-21,1148,1,0,0,0
67926,678212,315,5,2013-12-20,641,1,1,0,0
67927,678220,672,3,2015-05-20,1288,1,1,0,0
67928,678222,171,3,2013-12-11,837,1,0,0,0
67929,678225,1078,3,2014-12-24,357,1,0,0,1
67930,678228,244,4,2013-07-18,543,1,1,0,0
67931,678238,866,3,2013-02-13,404,1,0,0,0
67932,678268,882,1,2014-11-03,1121,1,1,0,0
67933,678270,411,7,2014-01-12,0,0,0,0,0
67934,678290,239,7,2013-07-21,0,0,0,0,0
67935,678324,977,7,2013-11-03,0,0,0,0,0
67936,678328,1050,2,2014-09-23,390,1,0,0,0
67937,678358,414,2,2013-10-08,448,1,1,0,0
67938,678367,929,1,2013-04-29,857,1,1,0,0
67939,678370,870,3,2015-07-01,984,1,1,0,0
67940,678375,89,6,2013-04-13,420,1,0,0,0
67941,678378,877,1,2013-12-30,1155,1,0,0,1
67942,678412,658,4,2013-05-30,0,0,1,a,0
67943,678431,553,2,2014-08-19,619,1,1,0,1
67944,678441,385,5,2015-06-05,805,1,1,0,1
67945,678443,860,7,2014-03-30,0,0,0,0,0
67946,678448,27,3,2014-08-13,945,1,0,0,1
67947,678450,68,1,2014-07-14,1263,1,1,0,1
67948,678484,316,2,2015-03-31,1041,1,1,0,1
67949,678489,458,4,2013-11-28,537,1,0,0,0
67950,678496,1020,6,2014-01-04,1203,1,0,0,1
67951,678500,509,6,2014-10-11,358,1,0,0,0
67952,678506,148,7,2013-01-27,0,0,0,0,0
67953,678516,117,6,2013-08-31,293,1,0,0,0
67954,678527,370,4,2014-02-27,577,1,0,0,0
67955,678532,504,4,2014-04-10,874,1,0,0,1
67956,678571,704,1,2015-01-05,1384,1,1,0,0
67957,678582,185,1,2013-02-25,439,1,0,0,0
67958,678583,706,6,2013-07-13,606,1,0,0,0
67959,678593,1066,5,2013-02-15,1051,1,0,0,0
67960,678595,272,2,2013-04-09,770,1,1,0,0
67961,678601,1113,1,2014-07-07,716,1,0,0,0
67962,678604,21,7,2013-02-17,0,0,0,0,0
67963,678625,676,6,2013-06-29,1195,1,0,0,0
67964,678631,221,7,2014-08-17,0,0,0,0,0
67965,678636,1067,1,2015-06-29,617,1,1,0,0
67966,678655,713,1,2013-01-07,1777,1,1,0,0
67967,678678,330,4,2013-01-24,460,1,1,0,0
67968,678689,766,7,2014-02-02,0,0,0,0,0
67969,678707,128,1,2015-02-23,542,1,0,0,0
67970,678727,914,6,2014-05-17,776,1,0,0,0
67971,678734,484,5,2014-07-04,753,1,1,0,0
67972,678736,1058,4,2013-08-22,544,1,0,0,1
67973,678739,1016,1,2015-05-04,700,1,1,0,0
67974,678749,75,6,2015-02-21,593,1,0,0,0
67975,678755,502,6,2015-05-30,1380,1,0,0,0
67976,678758,204,7,2014-06-29,0,0,0,0,0
67977,678768,1002,7,2014-04-27,0,0,0,0,0
67978,678787,1098,4,2015-07-16,662,1,1,0,1
67979,678796,224,5,2014-03-14,409,1,0,0,0
67980,678808,473,4,2013-05-16,548,1,1,0,0
67981,678810,384,2,2013-02-05,1161,1,1,0,0
67982,678821,607,5,2013-10-18,454,1,0,0,0
67983,678824,188,5,2013-11-01,0,0,0,a,0
67984,678829,123,6,2015-07-11,437,1,0,0,0
67985,678836,622,1,2013-08-26,555,1,1,0,0
67986,678840,888,4,2014-11-13,763,1,1,0,0
67987,678841,524,1,2013-02-18,989,1,1,0,0
67988,678867,407,5,2013-11-29,355,1,0,0,0
67989,678882,45,5,2014-08-08,415,1,1,0,1
67990,678887,1014,7,2013-12-08,0,0,0,0,0
67991,678899,748,2,2013-11-19,485,1,1,0,0
67992,678904,92,4,2015-06-25,416,1,0,0,0
67993,678905,155,5,2015-05-08,700,1,1,0,0
67994,678909,3,7,2013-05-19,0,0,0,0,0
67995,678921,569,1,2015-03-16,796,1,1,0,0
67996,678941,1042,5,2013-08-30,733,1,1,0,1
67997,678944,725,5,2013-01-18,589,1,0,0,0
67998,678955,150,1,2013-06-03,929,1,1,0,0
67999,678970,860,4,2014-01-23,638,1,1,0,0
68000,678972,419,6,2015-07-18,581,1,0,0,0
68001,678975,1007,7,2014-08-17,0,0,0,0,0
68002,678980,433,4,2014-11-13,677,1,1,0,0
68003,678986,664,1,2015-04-20,558,1,0,0,0
68004,678993,101,4,2013-07-18,697,1,1,0,1
68005,678994,912,4,2013-04-18,595,1,0,0,0
68006,678997,1040,7,2013-11-10,0,0,0,0,0
68007,678999,493,3,2014-08-27,625,1,0,0,0
68008,679001,436,2,2015-05-26,699,1,0,0,0
68009,679009,710,5,2013-11-15,351,1,0,0,0
68010,679011,107,3,2014-11-19,856,1,0,0,0
68011,679012,100,1,2015-04-06,0,0,0,b,1
68012,679014,1049,5,2013-09-27,667,1,1,0,0
68013,679041,586,1,2013-09-16,1993,1,0,0,0
68014,679058,834,3,2014-06-11,557,1,0,0,0
68015,679081,667,6,2015-02-07,828,1,0,0,0
68016,679083,754,3,2015-07-15,870,1,1,0,1
68017,679085,1053,4,2014-07-31,1249,1,1,0,1
68018,679094,425,1,2014-09-01,560,1,1,0,0
68019,679102,946,3,2014-03-12,446,1,0,0,0
68020,679119,1076,5,2013-09-20,416,1,0,0,0
68021,679122,936,6,2013-12-21,1236,1,0,0,0
68022,679158,1090,7,2014-08-10,0,0,0,0,0
68023,679199,388,4,2015-03-26,1076,1,0,0,0
68024,679203,660,7,2013-01-27,0,0,0,0,0
68025,679214,508,5,2015-05-01,0,0,1,a,0
68026,679224,271,1,2015-07-27,1059,1,1,0,1
68027,679226,714,6,2015-02-07,388,1,0,0,0
68028,679239,389,7,2014-08-24,0,0,0,0,0
68029,679267,47,6,2014-05-03,795,1,0,0,0
68030,679269,364,4,2013-05-16,877,1,1,0,0
68031,679292,811,2,2015-04-28,694,1,1,0,0
68032,679297,197,7,2014-09-14,0,0,0,0,0
68033,679309,618,1,2013-11-04,589,1,1,0,0
68034,679336,710,1,2015-05-11,302,1,0,0,0
68035,679349,431,2,2013-01-01,0,0,0,a,1
68036,679352,135,1,2014-12-29,582,1,0,0,1
68037,679362,1094,6,2014-04-05,479,1,0,0,0
68038,679370,824,7,2013-12-01,0,0,0,0,0
68039,679375,34,1,2013-04-01,0,0,0,b,1
68040,679381,647,4,2013-10-24,638,1,1,0,0
68041,679394,572,2,2013-07-09,454,1,0,0,0
68042,679399,500,1,2013-11-11,360,1,0,0,0
68043,679427,481,3,2014-08-13,395,1,0,0,1
68044,679434,1072,6,2014-06-07,427,1,0,0,0
68045,679435,1078,5,2014-12-12,514,1,0,0,0
68046,679440,116,6,2013-01-19,665,1,0,0,0
68047,679441,100,4,2015-07-30,761,1,1,0,0
68048,679447,368,6,2014-01-04,663,1,0,0,0
68049,679459,298,3,2014-03-19,665,1,1,0,0
68050,679466,621,3,2014-01-22,887,1,1,0,0
68051,679483,1091,5,2014-12-26,0,0,0,c,1
68052,679491,234,7,2013-03-10,0,0,0,0,0
68053,679494,102,7,2015-05-24,0,0,0,0,0
68054,679500,190,6,2015-06-27,603,1,0,0,0
68055,679514,548,3,2013-02-27,313,1,0,0,0
68056,679525,956,5,2013-05-24,469,1,0,0,0
68057,679531,802,3,2014-02-26,368,1,0,0,0
68058,679532,55,7,2015-05-03,0,0,0,0,0
68059,679543,185,1,2013-11-04,625,1,1,0,0
68060,679550,524,1,2015-07-06,970,1,0,0,0
68061,679552,689,3,2013-12-18,992,1,1,0,0
68062,679555,1101,7,2013-09-01,0,0,0,0,0
68063,679561,992,2,2015-06-02,806,1,1,0,0
68064,679571,403,4,2013-09-12,820,1,1,0,0
68065,679572,702,6,2013-05-04,316,1,0,0,0
68066,679574,259,7,2014-11-30,3000,1,0,0,0
68067,679579,555,4,2013-09-26,555,1,1,0,0
68068,679596,1005,7,2013-01-13,0,0,0,0,0
68069,679600,292,7,2013-01-20,0,0,0,0,0
68070,679612,521,6,2013-02-16,448,1,0,0,0
68071,679615,867,1,2014-07-07,471,1,0,0,0
68072,679618,291,4,2013-08-15,995,1,1,0,1
68073,679633,751,1,2013-02-04,764,1,1,0,0
68074,679638,1043,3,2014-06-11,1004,1,0,0,0
68075,679646,29,7,2013-10-20,0,0,0,0,0
68076,679651,445,6,2013-11-30,2504,1,0,0,0
68077,679654,182,4,2014-06-05,443,1,1,0,0
68078,679659,484,5,2014-06-06,868,1,1,0,0
68079,679667,386,4,2013-07-25,512,1,0,0,1
68080,679673,860,5,2014-01-24,786,1,1,0,0
68081,679688,836,2,2013-04-30,989,1,1,0,0
68082,679692,413,6,2013-05-25,572,1,0,0,0
68083,679699,564,2,2014-01-14,352,1,0,0,0
68084,679712,1005,1,2013-03-25,1213,1,1,0,1
68085,679718,199,6,2013-03-30,859,1,0,0,0
68086,679728,659,2,2013-08-06,513,1,0,0,1
68087,679739,756,2,2013-11-19,2190,1,1,0,0
68088,679743,394,6,2014-06-14,800,1,0,0,0
68089,679756,380,6,2015-02-07,1215,1,0,0,0
68090,679767,255,7,2013-01-13,0,0,0,0,0
68091,679780,1012,1,2014-03-17,614,1,1,0,0
68092,679782,908,5,2014-04-11,361,1,0,0,0
68093,679786,146,4,2013-12-05,763,1,1,0,0
68094,679805,339,6,2014-05-10,581,1,0,0,0
68095,679848,982,6,2014-07-12,579,1,0,0,0
68096,679857,323,5,2014-01-31,657,1,0,0,0
68097,679859,276,7,2015-05-03,0,0,0,0,0
68098,679860,1001,4,2013-08-15,609,1,1,0,1
68099,679867,976,2,2015-02-10,663,1,0,0,0
68100,679873,131,6,2013-09-14,526,1,0,0,0
68101,679902,324,5,2013-09-13,792,1,1,0,0
68102,679907,670,4,2014-02-20,693,1,1,0,0
68103,679919,776,7,2013-05-26,0,0,0,0,0
68104,679924,454,5,2014-10-31,0,0,0,a,1
68105,679948,38,3,2015-03-04,584,1,1,0,0
68106,679972,87,1,2014-03-03,1085,1,1,0,0
68107,679974,127,1,2015-07-27,802,1,1,0,0
68108,679999,1103,5,2014-03-21,376,1,1,0,0
68109,680019,864,6,2015-01-31,401,1,0,0,0
68110,680039,809,7,2013-06-16,0,0,0,0,0
68111,680058,966,1,2013-12-30,778,1,0,0,1
68112,680062,141,3,2014-09-17,626,1,1,0,0
68113,680080,841,7,2014-06-15,0,0,0,0,0
68114,680081,365,2,2015-07-28,633,1,1,0,0
68115,680113,101,1,2013-10-07,855,1,1,0,1
68116,680125,256,7,2014-07-27,0,0,0,0,0
68117,680127,169,3,2013-06-19,641,1,1,0,0
68118,680143,246,6,2013-02-02,909,1,0,0,0
68119,680146,601,5,2013-07-05,438,1,1,0,0
68120,680163,896,6,2013-10-19,1015,1,0,0,0
68121,680167,377,5,2015-04-24,930,1,0,0,0
68122,680174,457,1,2014-02-03,539,1,1,0,0
68123,680186,15,4,2013-04-11,618,1,1,0,0
68124,680199,861,7,2014-09-14,0,0,0,0,0
68125,680204,678,5,2015-03-13,828,1,0,0,0
68126,680207,848,1,2014-07-28,968,1,1,0,0
68127,680215,820,2,2013-05-07,1027,1,0,0,0
68128,680218,516,5,2013-05-24,640,1,0,0,0
68129,680222,227,4,2014-01-02,511,1,0,0,1
68130,680244,69,1,2014-04-28,1319,1,1,0,0
68131,680259,232,6,2015-06-13,305,1,0,0,0
68132,680261,740,5,2013-03-15,469,1,0,0,0
68133,680301,847,2,2014-12-09,1075,1,0,0,0
68134,680312,922,7,2014-06-29,0,0,0,0,0
68135,680333,787,7,2014-04-27,0,0,0,0,0
68136,680341,374,6,2013-08-31,555,1,0,0,0
68137,680344,898,1,2015-06-15,1059,1,1,0,0
68138,680358,478,6,2013-10-05,523,1,0,0,0
68139,680363,505,5,2013-06-21,597,1,1,0,0
68140,680372,1019,7,2013-03-31,0,0,0,0,0
68141,680385,417,4,2013-05-16,976,1,1,0,0
68142,680396,1081,7,2013-04-07,0,0,0,0,0
68143,680413,662,5,2013-07-05,847,1,1,0,1
68144,680421,200,4,2015-05-21,1014,1,1,0,0
68145,680428,643,7,2013-07-07,0,0,0,0,0
68146,680432,604,5,2013-10-18,565,1,0,0,0
68147,680453,501,4,2015-07-02,533,1,1,0,0
68148,680456,344,4,2015-02-19,1129,1,1,0,0
68149,680474,483,6,2014-06-28,244,1,0,0,0
68150,680507,949,5,2014-01-24,501,1,1,0,0
68151,680516,682,6,2013-01-12,1424,1,0,0,0
68152,680531,1053,5,2014-03-07,1109,1,1,0,0
68153,680536,848,6,2013-08-31,580,1,0,0,0
68154,680562,494,5,2013-10-04,1049,1,0,0,1
68155,680566,746,1,2015-03-16,700,1,1,0,0
68156,680597,190,6,2015-03-21,617,1,0,0,0
68157,680610,709,2,2013-08-20,1414,1,0,0,0
68158,680611,923,6,2014-10-11,539,1,0,0,0
68159,680618,672,3,2015-05-27,1180,1,0,0,0
68160,680632,207,6,2013-12-07,1360,1,0,0,0
68161,680654,41,1,2013-11-04,512,1,1,0,0
68162,680680,485,6,2013-07-13,435,1,0,0,0
68163,680684,100,6,2015-01-31,753,1,0,0,0
68164,680695,1096,5,2014-04-25,564,1,0,0,1
68165,680696,67,3,2013-09-11,851,1,1,0,0
68166,680698,907,7,2013-12-08,0,0,0,0,0
68167,680706,600,7,2014-08-03,0,0,0,0,0
68168,680715,999,5,2013-06-14,727,1,0,0,0
68169,680719,610,4,2014-03-20,497,1,1,0,0
68170,680738,288,5,2015-04-03,0,0,1,b,1
68171,680744,537,3,2015-03-25,597,1,0,0,0
68172,680750,1013,6,2014-02-15,243,1,0,0,0
68173,680752,1062,1,2014-06-02,797,1,1,0,0
68174,680753,54,7,2014-08-10,0,0,0,0,0
68175,680761,866,3,2013-07-10,342,1,0,0,1
68176,680780,1045,6,2015-02-28,554,1,0,0,0
68177,680787,1078,4,2013-08-29,482,1,1,0,1
68178,680795,390,4,2015-04-02,1521,1,1,0,1
68179,680801,270,3,2014-03-26,1015,1,0,0,0
68180,680808,942,1,2014-07-14,539,1,1,0,0
68181,680815,171,2,2014-11-25,1063,1,1,0,0
68182,680824,181,7,2013-12-08,0,0,0,0,0
68183,680830,335,3,2014-04-16,3027,1,1,0,1
68184,680835,1104,1,2015-04-27,485,1,1,0,0
68185,680842,173,2,2014-07-22,913,1,0,0,1
68186,680845,800,5,2013-09-20,485,1,0,0,0
68187,680850,268,3,2013-05-01,0,0,1,a,0
68188,680852,925,1,2013-06-24,839,1,0,0,0
68189,680855,925,4,2015-05-07,1305,1,1,0,0
68190,680865,479,6,2013-01-19,764,1,0,0,0
68191,680869,121,1,2014-01-20,630,1,1,0,0
68192,680887,289,1,2014-11-24,677,1,1,0,0
68193,680897,372,5,2014-05-09,887,1,1,0,0
68194,680900,1048,1,2015-04-06,0,0,0,b,1
68195,680925,232,5,2014-10-24,355,1,1,0,0
68196,680927,73,2,2015-07-14,612,1,1,0,0
68197,680941,1015,5,2015-07-03,530,1,1,0,0
68198,680952,776,4,2014-01-02,507,1,0,0,1
68199,680961,745,6,2014-01-18,330,1,0,0,0
68200,680972,636,4,2014-01-02,554,1,0,0,1
68201,680973,112,5,2015-02-27,735,1,0,0,0
68202,680984,810,1,2015-02-23,268,1,0,0,0
68203,681064,421,6,2014-04-05,1361,1,0,0,0
68204,681070,48,5,2015-04-03,0,0,1,b,0
68205,681089,627,6,2013-08-31,678,1,0,0,0
68206,681092,769,2,2014-05-27,3172,1,0,0,0
68207,681111,252,2,2015-06-16,898,1,1,0,0
68208,681116,12,4,2013-05-16,895,1,1,0,0
68209,681130,687,7,2014-03-16,0,0,0,0,0
68210,681140,833,3,2013-03-20,487,1,1,0,1
68211,681146,1025,5,2015-04-17,920,1,1,0,0
68212,681163,347,3,2014-01-22,382,1,1,0,0
68213,681172,453,4,2014-12-11,634,1,0,0,0
68214,681204,1019,5,2013-08-30,786,1,1,0,1
68215,681215,404,7,2013-11-10,0,0,0,0,0
68216,681219,143,2,2014-06-24,458,1,0,0,0
68217,681242,1042,3,2015-04-15,505,1,1,0,0
68218,681246,955,2,2013-06-25,285,1,0,0,0
68219,681250,272,1,2014-08-18,824,1,1,0,1
68220,681282,806,3,2013-05-29,630,1,1,0,1
68221,681312,603,2,2013-07-02,1000,1,1,0,0
68222,681330,584,6,2014-10-11,462,1,0,0,0
68223,681346,324,7,2014-04-13,0,0,0,0,0
68224,681368,668,7,2013-03-17,0,0,0,0,0
68225,681400,204,2,2013-03-12,518,1,0,0,0
68226,681429,1054,5,2015-07-24,565,1,0,0,1
68227,681443,442,5,2015-07-10,455,1,0,0,0
68228,681446,239,3,2013-05-15,433,1,1,0,0
68229,681451,603,4,2014-03-06,1030,1,1,0,0
68230,681452,803,1,2014-02-17,541,1,1,0,0
68231,681462,1046,2,2013-04-16,501,1,0,0,0
68232,681481,279,2,2015-07-14,703,1,1,0,0
68233,681501,774,2,2013-03-26,795,1,1,0,1
68234,681535,276,2,2013-07-23,494,1,0,0,1
68235,681544,967,6,2014-04-26,576,1,0,0,0
68236,681587,391,7,2013-10-06,0,0,0,0,0
68237,681595,61,1,2015-02-09,533,1,0,0,0
68238,681610,17,7,2014-11-02,0,0,0,0,0
68239,681624,897,5,2013-08-30,387,1,1,0,0
68240,681632,105,7,2014-05-11,0,0,0,0,0
68241,681641,599,6,2014-09-13,1002,1,0,0,0
68242,681645,794,3,2013-02-20,473,1,1,0,0
68243,681659,1005,6,2015-07-04,704,1,0,0,0
68244,681662,540,5,2015-02-20,462,1,1,0,1
68245,681666,474,2,2015-06-02,818,1,1,0,0
68246,681674,234,5,2013-01-04,870,1,0,0,1
68247,681678,800,1,2013-04-22,587,1,1,0,0
68248,681683,979,3,2015-05-20,674,1,1,0,0
68249,681686,142,3,2014-01-08,561,1,1,0,0
68250,681703,1025,3,2013-05-22,828,1,0,0,0
68251,681712,574,3,2014-12-10,550,1,0,0,0
68252,681753,807,1,2013-12-16,1326,1,1,0,0
68253,681815,1083,5,2014-01-10,383,1,1,0,1
68254,681817,240,2,2015-07-07,433,1,0,0,0
68255,681818,474,7,2014-05-11,0,0,0,0,0
68256,681824,8,6,2014-10-18,423,1,0,0,0
68257,681834,811,1,2014-07-14,786,1,1,0,1
68258,681836,138,1,2013-04-08,935,1,1,0,0
68259,681840,415,4,2013-10-24,512,1,1,0,0
68260,681872,813,5,2015-07-10,616,1,0,0,0
68261,681895,566,6,2013-08-24,357,1,0,0,0
68262,681933,780,4,2014-04-24,832,1,0,0,1
68263,681942,70,6,2013-04-06,575,1,0,0,0
68264,681950,797,4,2015-06-25,412,1,0,0,0
68265,681956,148,3,2014-01-08,774,1,1,0,0
68266,681958,973,6,2013-05-18,612,1,0,0,0
68267,681980,728,5,2013-12-06,495,1,1,0,0
68268,681982,482,2,2014-05-27,780,1,0,0,0
68269,682000,495,4,2013-06-06,378,1,1,0,0
68270,682009,859,6,2015-05-16,798,1,0,0,0
68271,682037,792,1,2014-06-09,0,0,0,a,0
68272,682047,537,7,2013-03-24,0,0,0,0,0
68273,682056,278,4,2015-01-15,684,1,1,0,0
68274,682060,107,3,2013-06-12,804,1,0,0,0
68275,682072,331,5,2014-03-07,974,1,1,0,0
68276,682075,898,6,2013-01-19,185,1,0,0,0
68277,682080,325,2,2014-08-26,491,1,0,0,0
68278,682100,901,3,2015-03-04,613,1,1,0,0
68279,682101,879,7,2013-08-18,0,0,0,0,0
68280,682110,49,1,2013-07-15,663,1,1,0,0
68281,682117,570,2,2013-09-17,556,1,0,0,0
68282,682123,233,3,2013-09-11,1055,1,1,0,0
68283,682134,221,5,2013-02-08,572,1,1,0,0
68284,682139,280,5,2013-09-06,521,1,0,0,1
68285,682154,111,2,2015-07-28,600,1,1,0,1
68286,682196,1008,7,2013-08-25,0,0,0,0,0
68287,682209,885,1,2013-03-11,551,1,0,0,0
68288,682216,942,3,2015-03-04,453,1,1,0,0
